democratic_party_therm,republican_party_therm,respondent_pid,respondent_race,respondent_gender,christ_fundementalist_therm,feminist_therm,labor_union_therm,poor_therm,big_biz_therm,rich_therm,police_therm,scientists_therm
70,30,4,5,2,75,30,50,80,40,40,50,80
85,38,2,1,2,30,60,50,85,15,30,70,70
84,2,1,1,1,0,94,91,71,42,51,71,89
0,100,7,6,2,85,0,60,70,50,50,100,50
71,31,2,1,1,15,70,60,50,30,15,60,85
40,60,6,1,2,50,51,60,42,84,61,98,85
1,40,7,1,1,100,70,70,70,60,70,85,100
60,85,7,1,2,80,70,65,67,80,70,80,90
70,0,1,1,2,30,60,95,66,4,36,95,100
78,48,1,3,1,60,70,70,60,60,60,70,85
70,60,2,1,1,50,60,100,50,60,70,100,70
54,11,2,1,2,1,61,63,65,36,50,74,90
95,10,1,1,1,0,90,80,80,10,40,70,95
50,50,4,2,2,70,85,85,85,70,85,70,70
2,99,7,1,1,99,50,16,70,52,70,100,99
60,15,3,2,1,50,70,80,85,0,50,41,50
1,71,4,1,1,40,51,40,60,17,50,71,71
84,18,1,3,1,16,69,59,83,30,32,86,86
100,0,1,1,1,40,85,85,85,0,50,70,100
50,60,6,1,2,60,50,50,70,70,50,100,85
100,0,1,5,2,15,100,100,100,15,50,85,100
2,58,7,1,2,88,25,19,85,62,72,86,69
34,60,6,1,2,71,45,30,67,51,59,96,68
15,0,4,1,1,3,78,72,52,0,19,17,71
60,70,4,3,2,53,86,60,54,69,80,86,90
85,30,2,1,2,80,85,99,92,40,51,84,95
15,85,7,1,1,85,60,30,85,50,40,85,70
85,40,2,1,2,60,70,70,100,40,50,100,85
85,0,1,1,1,0,100,85,85,1,30,51,100
0,60,6,1,1,50,50,40,50,40,50,85,85
0,70,7,1,1,50,50,40,60,30,50,70,50
85,30,2,2,1,70,70,85,85,60,50,60,70
75,0,3,1,1,17,51,66,66,30,31,67,85
70,65,5,5,2,100,60,60,100,60,70,80,70
70,85,5,1,2,43,51,42,51,52,62,86,72
60,30,2,2,2,40,85,50,100,30,15,30,100
30,30,4,1,2,40,60,40,70,60,70,85,85
70,0,3,6,2,8,70,85,50,12,41,86,100
50,60,6,1,2,65,40,49,50,55,50,95,75
75,44,3,1,2,79,95,90,93,41,51,85,97
0,85,7,1,1,51,41,18,71,72,69,99,41
6,100,7,1,2,100,15,8,81,37,60,91,41
25,85,4,1,1,89,62,42,57,35,36,90,66
50,56,5,1,1,70,40,40,60,70,70,30,85
60,40,3,1,2,30,97,69,84,60,71,72,98
10,70,6,1,1,70,8,25,59,50,61,72,56
70,0,1,1,1,50,50,0,100,0,40,15,100
85,15,1,1,2,15,70,85,70,15,70,60,70
60,40,3,1,2,70,85,85,100,30,60,100,100
50,50,4,1,2,50,50,100,100,50,100,100,100
40,69,4,3,1,40,41,15,51,61,50,40,61
31,30,4,3,1,0,50,50,75,10,50,50,90
66,26,3,1,1,41,56,54,85,49,45,70,76
4,69,7,1,1,100,0,60,100,100,85,100,100
70,30,2,2,1,40,85,100,85,50,70,70,100
70,85,7,2,1,15,100,100,100,100,85,85,40
85,15,1,3,1,15,85,85,100,50,50,85,100
73,12,2,1,1,30,100,70,100,70,70,100,100
0,30,7,1,1,50,50,40,60,85,85,85,60
0,60,7,6,1,50,40,40,50,50,50,60,50
70,15,6,5,1,15,100,60,85,70,85,70,100
70,30,1,1,1,30,100,85,100,60,60,85,85
71,59,2,3,1,41,61,52,62,51,51,60,71
0,60,7,1,2,100,40,40,50,70,50,100,50
0,0,4,1,1,15,100,50,70,60,70,85,100
59,68,5,1,1,70,70,80,85,55,50,75,85
50,0,1,2,2,100,100,100,100,40,50,100,85
15,50,6,5,1,25,63,36,70,39,74,81,85
86,15,5,6,2,40,51,50,51,17,50,9,95
70,30,1,1,2,60,40,60,85,60,50,70,85
75,0,1,1,2,15,70,60,100,60,50,100,85
70,0,3,1,1,0,100,50,65,70,30,40,85
41,41,5,1,1,41,60,52,61,50,51,71,52
41,61,7,1,1,91,2,20,51,21,52,100,75
100,0,1,1,1,1,17,51,85,14,51,30,85
0,50,6,5,1,50,30,50,50,50,50,70,100
1,29,7,1,1,52,40,15,85,60,70,93,60
60,30,2,5,2,17,52,55,71,17,51,85,93
1,98,7,1,2,50,15,25,50,75,50,85,50
85,15,1,1,2,50,50,50,50,50,50,85,85
70,0,2,1,1,0,89,17,90,52,50,51,75
60,70,3,1,2,53,62,53,63,54,73,71,96
40,60,5,1,1,85,15,60,70,50,50,70,70
40,85,7,1,2,52,52,85,49,61,51,88,70
100,0,3,6,1,40,85,100,100,30,30,30,85
70,51,1,6,2,60,55,100,100,85,60,100,100
50,50,5,1,2,50,40,100,50,60,100,100,100
3,60,5,1,1,71,30,17,70,52,51,85,83
40,70,6,1,1,30,50,0,70,30,50,100,85
85,40,2,1,2,50,60,85,70,50,50,70,70
25,65,7,1,1,60,15,40,50,40,60,85,60
40,60,6,1,1,40,30,30,85,40,40,85,100
30,15,3,1,1,1,61,60,51,62,77,76,99
85,84,4,1,2,2,78,62,88,50,51,85,73
40,50,4,2,2,70,0,40,85,40,40,60,60
55,20,3,1,1,30,75,35,75,40,45,65,90
0,0,4,2,2,70,100,85,100,15,0,15,85
100,0,2,4,3,100,51,69,99,70,65,99,72
40,60,6,3,2,60,70,15,70,15,70,100,85
70,15,2,1,1,20,85,50,85,60,60,90,100
30,70,7,1,2,92,73,62,51,62,71,97,63
100,0,2,5,2,50,50,70,100,70,50,100,85
85,15,1,1,1,40,70,60,100,60,50,85,85
100,0,1,1,1,30,100,70,85,15,15,85,100
60,60,2,1,1,50,100,50,60,30,50,100,100
75,0,3,2,1,95,54,98,99,70,1,38,93
70,40,4,5,1,15,70,50,60,40,30,85,85
15,40,6,1,1,50,40,50,70,60,60,85,70
70,0,1,1,2,43,87,62,62,42,62,62,72
70,30,1,1,1,15,85,85,85,60,60,70,85
39,37,4,6,1,1,15,6,50,10,1,10,71
15,85,7,1,2,30,30,30,50,85,50,70,50
50,50,4,1,3,70,50,60,70,40,50,100,70
0,85,6,1,2,60,15,70,70,50,40,70,60
60,31,2,1,1,24,71,50,70,31,50,78,85
50,60,7,1,2,60,69,50,71,70,58,70,68
70,60,1,1,2,85,50,70,85,60,85,85,85
75,16,3,1,2,0,96,71,50,1,31,60,100
70,40,2,1,2,47,73,58,50,55,66,69,90
70,40,4,1,2,85,60,40,85,60,85,100,85
59,13,2,1,1,50,50,60,60,0,0,50,85
0,100,7,1,2,85,15,50,85,50,50,85,70
70,15,1,1,2,30,85,70,60,30,60,70,85
85,0,1,1,1,40,85,85,100,70,85,85,85
9,56,7,1,2,100,40,50,70,50,60,85,70
50,50,2,1,2,60,85,85,70,60,50,100,70
0,100,7,1,2,50,30,30,50,40,50,100,60
70,0,1,1,2,0,100,40,85,30,50,50,85
0,25,5,1,1,50,50,50,50,50,50,50,50
10,25,5,1,2,50,55,30,95,50,50,75,100
2,51,5,4,2,51,2,51,99,32,51,52,51
90,10,3,1,2,71,100,85,100,15,100,100,100
30,70,6,1,2,50,15,40,85,70,60,100,85
1,60,7,1,1,85,50,40,70,60,50,100,50
60,42,2,1,1,51,17,70,72,19,33,9,61
100,0,1,1,2,40,100,85,60,30,50,85,100
50,50,4,1,2,50,70,60,85,70,85,100,85
70,60,4,2,1,60,70,60,60,50,70,60,70
71,51,2,1,2,50,50,50,85,30,30,100,85
28,14,4,1,2,84,98,50,85,14,0,98,98
50,50,2,5,1,50,0,50,50,50,50,50,50
50,50,4,6,2,50,50,50,50,50,50,50,50
60,2,3,1,2,0,30,85,70,30,50,70,100
60,47,2,1,2,9,90,72,88,41,61,68,95
0,16,7,1,2,100,50,15,70,60,60,100,60
60,30,2,1,1,40,50,90,80,30,40,75,90
70,15,1,1,1,30,30,50,60,30,50,70,50
70,15,3,5,1,15,50,50,60,70,50,60,85
30,85,4,1,1,50,50,40,60,50,30,100,50
70,70,4,1,2,60,50,50,51,70,50,85,30
50,100,7,1,1,100,0,0,85,85,70,100,100
31,41,6,1,2,41,70,41,61,50,51,85,70
85,50,1,2,1,50,50,100,70,50,50,50,50
15,60,5,1,2,50,50,40,84,30,83,100,86
42,40,6,1,2,5,61,3,72,85,57,94,86
100,0,2,5,1,50,85,90,80,60,20,80,100
14,82,7,1,2,65,74,4,66,34,63,89,94
100,0,2,5,2,50,90,50,85,55,50,99,80
40,60,4,1,2,85,60,40,85,50,60,85,70
0,70,7,1,2,70,15,15,85,85,70,100,50
70,15,2,2,2,70,70,70,70,50,85,85,85
1,84,7,1,2,50,40,85,85,85,60,100,85
5,33,5,1,2,31,85,50,70,50,51,85,70
65,47,2,2,1,15,30,50,100,60,40,85,85
15,70,7,1,1,50,50,15,50,70,70,70,70
15,80,6,1,1,45,50,35,50,30,50,65,70
30,70,6,1,2,100,50,86,90,41,50,86,100
15,15,5,1,2,50,50,50,60,30,50,60,70
99,1,1,5,1,60,40,60,100,50,15,30,70
0,15,5,1,2,50,100,61,85,31,50,85,70
50,50,1,1,2,33,60,85,31,61,51,87,87
15,85,7,1,1,85,15,50,52,80,70,98,86
85,15,1,6,2,50,85,100,100,15,30,50,100
100,50,6,2,1,60,60,60,85,85,60,70,60
70,0,2,5,2,50,70,100,100,85,60,85,85
40,69,6,1,1,31,84,50,61,61,81,61,92
85,15,3,1,1,0,70,40,50,30,50,40,100
70,100,6,1,2,50,50,15,15,50,30,70,60
15,50,4,1,2,50,50,50,100,50,100,100,100
50,35,2,1,2,50,40,100,40,20,20,70,85
30,30,2,1,2,50,50,50,85,40,50,95,50
50,70,4,1,2,69,70,0,70,50,50,85,72
48,40,2,1,2,28,58,66,80,13,48,93,65
50,30,4,1,1,61,2,62,60,49,60,87,60
85,1,4,3,1,40,85,50,85,40,50,70,85
15,50,7,1,1,15,50,15,100,100,100,100,70
0,0,4,1,3,50,0,80,50,51,65,49,86
60,60,2,1,1,30,39,83,69,70,30,85,85
70,70,2,5,3,50,50,100,60,50,30,40,100
85,50,2,5,1,50,15,100,100,15,50,100,100
0,100,7,1,1,51,50,0,86,69,85,72,60
60,39,3,1,2,15,86,50,53,16,48,85,86
15,0,3,5,1,0,20,100,50,20,20,90,85
15,70,7,1,2,60,60,60,50,60,70,85,70
60,15,1,1,2,71,51,63,86,44,52,88,71
85,15,1,1,1,1,50,60,50,70,50,60,70
100,40,2,2,2,79,96,91,87,55,49,74,82
50,50,4,1,1,60,85,50,85,60,50,85,50
16,60,6,1,1,40,86,41,85,71,61,85,85
0,100,7,1,2,100,100,85,100,100,100,100,100
80,75,1,5,1,70,67,79,90,66,18,40,100
50,56,6,1,2,85,54,69,56,63,54,81,70
40,70,3,1,1,50,40,84,52,41,51,85,61
100,1,3,1,2,50,85,65,71,30,45,85,92
50,50,4,1,1,85,50,40,85,100,70,100,50
76,35,2,1,1,50,50,51,57,51,43,85,95
8,42,7,1,2,99,14,50,92,33,50,97,74
50,50,1,5,2,50,85,60,60,50,40,40,50
70,20,1,1,1,32,96,80,100,85,77,63,95
100,0,1,1,2,15,85,100,85,50,50,85,100
70,15,1,1,1,15,70,85,40,40,30,40,100
40,85,6,5,2,50,50,50,50,50,50,60,70
70,70,2,2,2,61,50,17,50,31,50,56,79
0,0,6,1,2,50,50,60,70,50,50,60,60
50,30,4,1,2,50,70,15,85,15,50,85,85
51,52,6,1,1,56,49,54,50,42,27,90,33
0,0,3,1,2,2,86,60,85,13,14,71,97
99,50,2,2,2,50,50,50,50,60,50,0,50
50,60,7,2,1,15,85,100,100,60,0,50,50
50,50,6,1,1,50,50,50,84,60,50,93,85
50,15,4,1,1,50,70,100,100,50,100,70,100
50,50,4,1,2,72,95,97,99,70,2,0,94
16,60,6,1,1,70,0,50,100,50,60,85,85
32,84,7,1,1,68,61,52,61,52,60,85,50
60,40,3,1,1,60,51,70,59,51,66,81,69
100,0,1,2,1,85,85,61,100,31,85,100,100
60,40,3,2,1,40,50,50,50,50,50,50,70
30,70,5,1,1,50,50,30,60,60,85,100,85
40,40,4,1,2,100,100,15,100,50,100,60,100
31,61,6,1,2,86,100,40,15,0,17,99,50
100,0,1,5,2,0,97,61,100,0,14,31,85
30,60,4,1,1,0,41,17,66,92,88,95,88
50,15,6,1,2,15,50,16,50,51,49,98,99
25,78,7,1,2,61,51,50,65,50,50,90,81
45,69,3,1,1,65,50,40,70,55,60,75,50
85,60,1,1,1,0,100,60,100,70,70,100,85
100,15,1,1,1,9,100,90,91,30,14,35,100
50,50,2,1,1,51,49,41,71,30,28,69,69
50,85,7,2,2,100,100,85,70,50,70,50,100
30,85,7,1,2,100,0,50,85,50,50,100,50
70,50,2,2,1,59,51,79,71,60,51,61,87
88,16,1,1,1,31,69,76,72,49,53,61,100
70,30,4,1,2,50,40,40,50,60,50,70,50
50,23,3,1,1,30,60,40,70,30,30,70,100
15,100,6,1,1,50,50,85,70,40,60,100,85
85,30,3,1,1,100,100,100,100,60,85,90,100
30,60,7,1,1,30,30,15,50,70,50,60,100
70,15,1,1,1,50,40,70,60,40,60,50,85
70,15,1,1,2,0,96,90,85,15,41,31,99
70,50,2,1,2,70,70,85,85,85,85,85,85
30,60,4,1,2,0,40,40,70,40,70,60,85
30,0,3,1,1,51,51,0,51,15,51,100,84
30,30,4,1,2,50,85,50,85,60,70,70,100
0,0,4,1,1,50,50,50,50,50,50,50,50
70,31,1,2,1,50,70,85,100,60,70,85,85
15,85,7,1,2,88,88,16,100,52,100,100,92
0,60,7,1,2,60,30,15,60,70,70,85,50
80,15,1,2,2,36,87,72,85,48,46,49,80
100,0,1,2,2,76,72,94,82,24,30,12,97
0,90,7,1,1,51,40,61,81,78,85,98,82
84,51,3,1,2,30,40,52,58,56,50,72,59
85,31,1,1,1,30,90,65,90,30,40,70,100
85,3,3,1,1,0,100,85,100,40,100,100,100
15,15,7,1,2,50,60,70,50,53,70,85,70
50,51,4,1,2,51,41,50,99,40,85,99,51
50,30,4,1,1,50,85,85,85,15,50,85,85
50,50,4,1,2,50,70,85,60,50,50,85,85
40,85,7,1,2,100,52,74,100,68,50,99,98
40,60,6,6,2,85,40,60,50,40,60,100,85
100,0,1,2,1,40,60,50,100,85,100,70,100
15,85,7,1,2,30,70,85,70,70,70,100,85
34,57,5,1,2,44,74,71,55,81,80,100,86
50,50,4,5,2,50,50,50,50,50,50,50,50
40,40,6,1,1,2,84,17,86,71,61,61,84
50,50,1,1,1,51,51,48,61,31,1,85,85
30,15,4,1,1,85,85,0,100,85,70,85,85
0,15,6,6,2,85,30,85,50,0,50,40,30
30,70,2,1,2,85,50,50,85,60,50,100,50
30,71,6,1,1,71,40,42,51,70,51,71,86
100,30,1,2,2,100,50,100,100,85,60,85,70
15,85,7,1,1,70,30,50,85,85,50,85,70
0,40,7,1,1,60,30,85,15,50,60,85,85
85,0,2,2,2,70,60,60,85,0,0,60,70
16,40,5,1,2,30,70,60,85,60,50,85,100
85,15,1,1,1,0,85,70,60,60,40,70,100
100,0,1,2,2,85,85,100,100,100,70,50,100
3,86,7,1,2,69,60,69,60,40,60,96,67
0,100,7,1,1,75,51,63,81,72,61,100,91
50,85,7,1,2,50,50,70,70,50,50,100,50
85,70,1,5,1,50,50,70,85,50,50,60,100
1,55,5,1,1,51,50,16,50,51,50,50,61
70,0,2,1,1,70,50,85,70,30,40,100,70
15,60,5,1,1,60,30,40,85,70,70,85,70
60,70,7,5,2,85,100,100,85,85,85,85,100
70,15,2,5,2,50,50,30,70,70,15,60,85
15,40,5,1,2,0,70,60,50,40,50,100,85
0,85,7,1,1,85,60,60,100,85,85,100,100
60,61,6,1,2,0,100,87,51,60,51,71,92
65,30,1,1,1,50,70,70,50,51,50,51,50
42,60,2,1,2,51,50,45,69,60,47,70,59
60,30,2,3,2,44,66,52,62,56,50,73,53
85,31,2,1,2,41,51,70,42,61,41,84,99
70,30,2,1,1,30,0,40,50,40,40,30,85
16,61,6,1,2,84,40,60,61,40,50,86,42
64,15,3,6,1,60,50,50,60,67,50,57,70
60,40,3,1,2,16,83,61,50,61,57,62,60
100,0,1,1,1,0,85,100,100,0,0,70,100
100,40,1,5,2,95,16,32,94,51,11,88,91
70,70,6,2,2,100,0,60,100,50,50,0,70
100,0,1,1,1,100,100,100,100,100,100,100,100
52,61,4,1,2,61,47,49,72,50,52,86,73
40,61,7,1,2,17,60,31,70,50,61,85,70
40,30,2,5,2,55,75,60,95,65,65,95,90
0,72,7,1,2,70,42,42,69,71,72,92,70
40,50,5,1,2,70,65,45,90,65,50,55,85
68,44,2,1,2,85,60,50,70,40,60,70,85
15,71,5,1,1,50,50,41,50,40,50,85,70
85,15,1,1,1,72,70,74,87,69,62,75,85
40,40,4,5,1,40,50,70,40,0,30,40,85
79,39,1,1,2,70,71,70,78,41,50,85,72
40,85,7,1,1,52,51,72,52,98,71,98,97
99,1,1,2,2,64,99,71,80,57,51,52,79
50,70,4,1,2,3,2,7,100,1,3,6,99
70,15,1,1,2,85,40,50,70,70,30,100,60
30,50,6,1,2,30,50,50,60,50,50,60,60
15,62,7,1,1,15,0,0,50,70,85,85,85
85,0,1,3,2,13,62,50,84,52,40,70,71
70,15,1,1,2,0,70,85,60,15,50,85,85
0,70,7,1,1,60,40,50,50,40,50,100,70
15,60,6,1,2,100,30,15,50,50,50,85,50
40,70,6,1,1,50,0,0,67,1,49,2,51
0,95,7,1,1,52,0,71,91,61,70,92,72
80,55,3,1,2,85,60,50,59,50,50,91,94
0,85,7,1,1,100,50,50,85,50,50,100,85
83,51,1,5,2,53,80,81,84,53,53,83,93
65,0,3,1,2,0,80,60,80,0,50,30,100
70,0,3,1,2,50,85,60,100,50,50,60,100
0,60,4,1,2,99,41,51,98,61,41,85,85
70,15,3,1,1,5,70,60,85,5,40,60,100
60,40,2,1,1,40,50,70,50,50,40,60,50
30,85,7,1,2,50,85,85,85,85,85,100,100
100,0,1,5,1,88,27,63,88,84,57,92,72
60,0,2,2,2,85,60,60,100,100,0,0,85
85,30,1,1,1,15,60,85,70,30,50,70,100
40,15,1,1,2,0,100,40,70,30,70,40,50
15,60,7,1,2,85,15,30,50,85,50,100,85
60,15,2,1,1,0,30,40,60,15,30,60,85
40,60,4,1,2,40,45,50,70,35,40,55,60
15,85,7,1,2,70,15,50,85,85,50,100,50
30,60,4,1,2,72,41,44,84,60,51,99,70
42,39,4,3,1,58,20,73,47,19,24,55,39
0,70,7,1,1,70,30,50,60,70,70,85,60
50,50,4,5,2,85,50,70,60,50,50,100,60
50,70,2,1,2,60,50,29,82,59,68,85,60
0,61,5,1,1,85,44,43,85,62,85,87,52
85,0,1,2,2,50,50,60,100,50,50,60,60
85,40,2,1,2,40,100,50,100,85,70,85,100
10,60,7,1,1,51,30,16,77,49,46,95,71
19,82,5,1,2,50,100,50,100,70,15,85,85
60,50,4,3,2,14,86,53,50,27,52,86,90
40,70,7,6,1,100,51,50,100,51,51,85,71
30,40,5,1,2,30,85,85,100,40,50,70,85
60,40,2,1,1,50,50,50,50,60,60,70,100
100,0,1,5,2,0,50,50,100,50,0,100,50
90,5,3,5,2,78,57,59,100,100,56,100,74
51,16,3,1,2,30,85,70,59,60,83,97,84
51,70,7,1,1,50,50,60,60,60,60,70,70
60,60,4,1,2,50,50,50,60,50,0,50,50
100,0,1,1,1,50,70,100,71,41,61,61,100
40,15,3,1,1,15,85,85,85,15,30,40,100
85,50,2,3,2,51,99,41,61,70,70,30,59
0,0,4,2,1,0,50,40,100,0,50,40,80
40,85,6,5,1,50,70,70,85,85,50,70,100
87,30,1,1,1,85,50,85,100,15,15,100,85
100,0,6,5,1,100,70,60,100,50,50,100,85
90,31,1,1,2,17,99,86,97,14,30,96,98
70,30,1,1,2,1,92,100,85,0,17,22,99
100,0,2,1,2,0,50,50,100,40,50,60,100
30,70,7,1,1,69,59,13,50,57,60,70,67
81,51,1,1,1,17,61,77,82,16,24,42,96
59,50,3,1,1,15,15,30,30,60,60,50,70
41,32,4,1,1,0,18,53,66,50,52,63,100
0,70,7,1,1,70,0,0,50,70,70,85,70
40,30,3,1,2,100,75,51,100,85,85,100,100
0,100,7,1,1,61,50,1,51,79,70,93,95
43,42,3,5,2,40,69,51,65,39,52,70,85
85,50,1,6,2,50,52,72,69,28,49,40,68
51,50,4,1,2,0,0,0,10,0,0,0,0
85,15,1,1,1,0,90,61,40,61,71,90,95
12,72,7,1,2,100,60,50,60,15,40,85,60
70,0,1,1,2,16,99,75,94,14,50,73,100
30,30,3,1,1,61,59,80,51,31,51,95,100
60,30,2,1,1,28,50,2,70,17,43,80,31
60,40,6,1,1,50,50,15,50,40,85,85,100
84,19,2,1,1,40,100,98,100,40,100,50,100
60,60,3,1,1,51,57,32,84,50,84,85,70
69,50,4,2,1,16,41,50,60,41,41,41,60
70,15,6,1,1,85,50,50,60,40,50,85,40
50,51,4,1,2,50,55,72,86,60,52,96,55
15,70,7,1,1,50,15,40,50,70,85,70,85
70,40,3,1,2,50,50,50,50,50,50,70,85
0,60,7,1,2,100,40,30,61,50,51,84,32
30,0,1,2,1,0,85,8,85,0,1,23,84
85,0,1,2,1,54,84,51,86,52,42,16,86
50,30,5,6,2,50,50,50,50,40,50,50,100
50,70,6,1,2,50,50,55,65,40,60,85,60
70,30,3,1,2,30,70,60,70,15,50,70,100
30,70,7,1,2,51,51,50,100,86,100,100,70
0,0,3,2,1,0,0,0,0,0,0,0,0
40,30,3,1,2,30,80,50,60,50,45,55,85
4,61,2,1,1,68,1,14,97,71,60,100,90
40,57,5,1,2,50,65,30,85,50,50,100,100
50,70,7,5,1,70,50,50,100,50,50,60,60
85,50,1,2,1,40,50,85,100,70,50,15,85
60,40,2,2,1,50,30,70,85,40,50,100,100
91,16,1,1,2,56,77,62,72,49,45,52,80
70,30,4,1,2,60,70,85,85,70,60,70,85
12,88,5,1,2,58,60,64,76,35,31,76,77
40,68,4,2,2,70,60,60,100,40,15,100,60
35,18,2,1,1,2,15,40,50,40,45,50,85
70,30,3,1,1,0,85,85,50,70,30,70,100
40,60,5,1,1,60,30,0,60,60,60,85,85
60,50,2,1,2,50,50,30,85,50,50,100,85
85,15,3,1,1,30,60,50,70,15,40,40,85
0,50,4,1,1,85,50,85,100,0,50,85,85
85,0,1,2,2,0,100,100,100,85,30,15,100
70,20,1,2,1,60,70,40,60,70,50,20,80
30,70,7,1,1,100,15,15,100,85,85,100,40
50,30,2,3,1,61,51,41,71,30,51,85,94
2,71,6,1,1,99,50,7,86,98,14,99,91
85,30,1,1,2,30,93,71,87,41,40,80,90
40,70,5,1,1,70,30,30,60,85,50,85,70
10,93,7,1,2,50,30,63,51,70,93,95,85
60,15,2,2,1,15,85,85,85,60,70,40,60
50,48,2,1,2,60,59,50,85,70,39,95,70
50,50,6,1,2,100,0,85,100,85,0,100,85
15,70,7,1,1,70,40,70,100,60,85,85,85
50,50,2,1,2,50,20,75,50,50,50,100,75
15,85,7,1,2,70,60,50,50,85,85,100,50
70,50,2,1,2,50,80,80,70,80,50,80,80
70,30,1,1,2,43,84,63,86,71,86,85,85
66,40,5,1,2,49,50,40,51,50,51,70,85
0,30,6,1,1,85,30,0,60,30,70,85,50
15,100,7,1,1,50,50,85,50,50,50,100,85
0,100,7,1,2,100,0,0,60,70,100,100,70
30,50,4,1,2,70,100,85,85,60,70,100,100
100,0,1,1,2,0,100,85,100,0,40,85,100
50,50,4,1,2,85,70,85,85,70,70,85,85
85,0,1,2,2,70,85,100,100,70,85,70,100
85,40,1,5,2,50,50,70,70,70,50,85,85
15,85,5,1,1,99,72,52,50,42,64,86,83
81,30,1,1,2,71,87,72,90,45,99,74,94
0,99,7,5,2,70,50,60,100,60,60,100,100
100,30,1,1,2,50,100,60,85,60,70,100,100
88,20,2,1,2,75,70,50,75,40,50,100,75
40,85,5,5,1,15,50,50,70,40,70,100,100
60,0,1,2,2,0,99,50,50,50,50,85,50
98,3,1,1,1,0,100,100,52,62,52,88,100
62,16,3,1,1,31,70,84,51,40,50,85,85
31,31,5,1,2,40,16,15,90,69,53,95,49
32,87,7,1,1,32,41,51,52,85,50,89,85
33,32,4,1,2,76,50,30,70,15,50,79,85
100,0,2,1,2,49,50,51,49,62,52,51,49
90,0,1,1,1,0,80,85,70,0,10,50,70
70,40,1,5,2,50,50,70,60,60,60,85,85
0,15,4,1,1,30,30,85,70,15,70,100,85
60,15,2,1,2,0,70,40,85,60,60,30,100
60,60,5,1,1,50,66,72,65,60,65,95,97
40,60,5,1,2,85,70,40,85,70,70,100,60
70,60,3,1,1,60,70,60,85,50,50,85,85
60,40,6,1,1,15,50,41,61,85,96,97,96
40,40,4,1,1,50,50,30,50,50,50,100,50
70,30,6,1,2,66,51,56,85,40,54,82,80
77,7,1,1,2,10,50,50,50,10,50,100,100
50,50,6,1,2,100,22,0,15,76,0,100,55
15,75,7,1,2,100,0,50,85,100,99,100,98
70,60,6,1,2,50,60,70,85,60,40,85,100
41,61,5,1,2,50,0,0,50,100,100,100,100
70,15,1,2,1,70,70,100,100,40,50,70,85
0,70,7,1,1,85,50,78,85,85,87,99,96
0,86,6,1,1,100,52,100,38,52,51,39,51
31,40,5,1,1,70,51,39,92,74,87,93,92
42,42,4,1,2,61,41,42,71,61,86,99,71
70,30,1,1,2,15,100,85,85,30,50,70,100
51,51,6,1,1,85,85,0,70,0,15,85,50
30,40,5,1,2,60,40,30,60,40,50,85,85
60,50,4,1,1,50,70,60,60,50,60,85,85
0,50,5,1,1,70,50,50,50,50,50,100,50
71,49,1,1,2,1,30,0,70,50,50,70,71
60,60,4,5,2,60,60,70,60,60,60,70,60
60,60,6,1,2,85,76,61,91,70,85,93,99
70,40,1,2,2,84,100,79,69,83,70,83,95
85,0,3,1,2,0,70,60,30,15,15,70,100
0,50,7,1,2,50,50,85,50,40,50,85,85
50,40,2,3,2,40,50,50,50,50,50,50,50
0,70,6,1,1,50,50,50,60,85,70,85,100
9,75,7,1,1,54,31,37,66,65,73,71,92
62,16,4,5,2,30,100,85,85,70,70,60,85
60,30,2,1,2,60,70,50,60,30,85,85,100
70,50,2,6,2,74,57,81,71,77,31,78,53
70,2,1,1,1,0,51,70,50,0,50,70,98
52,52,4,5,2,52,7,64,70,50,19,49,71
93,1,1,1,2,50,70,94,60,15,50,92,85
85,0,1,1,1,50,50,52,51,31,47,50,51
77,4,1,1,2,14,91,75,98,46,25,56,89
30,60,5,1,1,50,50,40,60,60,50,70,70
15,85,6,1,1,50,50,85,50,70,50,70,50
85,5,1,1,2,10,75,50,65,20,50,65,100
0,0,4,1,1,50,15,60,50,50,70,100,85
86,1,1,2,1,100,50,15,100,100,52,1,85
60,70,5,3,1,51,60,53,52,62,62,62,71
70,0,3,1,2,4,98,81,67,40,15,48,85
0,80,6,1,2,50,60,40,85,40,0,100,100
85,40,2,5,1,52,15,66,60,45,16,70,70
12,9,4,1,2,50,50,50,70,50,0,100,100
52,51,2,1,2,92,26,92,96,14,13,98,98
99,2,1,2,1,85,51,72,85,52,42,41,51
5,70,7,1,2,100,75,100,100,25,80,100,100
60,15,3,2,2,70,85,50,85,0,0,50,85
55,65,5,1,2,50,50,45,50,50,51,100,100
70,85,5,1,2,60,60,50,60,50,40,70,85
70,0,1,1,1,31,60,84,68,40,70,32,97
86,15,1,1,1,15,71,16,99,42,68,39,100
80,5,3,1,1,0,80,85,80,15,40,90,100
75,5,3,1,1,40,86,41,51,16,41,31,99
0,70,6,1,2,85,100,85,100,85,85,100,100
50,50,4,1,2,50,59,45,61,50,50,95,96
76,62,3,1,1,65,60,30,69,25,50,70,68
85,19,1,1,1,51,51,50,40,52,52,93,77
29,71,7,1,1,5,27,4,53,8,13,85,90
30,70,7,1,1,67,14,69,50,59,49,96,39
50,91,5,1,2,50,50,60,50,50,50,100,80
15,85,7,1,2,40,60,70,60,85,40,100,100
40,32,3,1,2,32,51,50,60,50,19,73,52
