percent
93.675
84.575
80.45
91.95
61.425
87.9
93.375
84.225
58.8
93.825
88.05
92.875
88.825
17.15
86.4
86.8
88.725
93.325
94.4
84.8
95
96.2
94.775
92.95
82.9
91.225
98.6
87.2
36.125
55.9
98.1
85.1
82.75
72.4
83.025
96.7
79.1
98.225
80.725
80
73.225
78.45
65.1
99.225
59.95
94.4
98.85
46.225
84.7
83.9
86.85
5.25
19
94.325
84.7
92.75
89.5
5.85
83.125
77.375
80.175
49.225
87.875
83.25
86.475
98.6
81.225
11.85
76.525
90.325
78.9
82.05
68.05
92.9
95.85
82
87.975
85.975
80.9
87.55
88.575
73.375
46.675
94.6
84.55
87.925
82.35
91.35
78.25
25.6
82.275
94.35
79.5
85.75
69.35
92.95
89.775
92.65
84.725
98.575
91.2
88.4
77.225
27.025
11.9
83.475
33.7
82.075
77.7
87.75
80.875
93.425
89.9
86.15
34.1
92.95
73.6
80.4
87.4
78.4
89.4
70.05
96.425
74.225
88.325
89.9
84.675
91.2
32.15
97.225
97.35
81.45
33.275
98.475
91.2
81.2
83.75
76.65
79.525
76.175
92.7
84.6
103.1
96.55
97.825
88.85
95.6
83.275
84.575
28.125
85.725
25.75
99.6
93.45
91.15
73.925
96.6
76.775
93.1
80.225
87.05
63.625
58.875
96.8
48.65
39.35
90.475
82.9
70.075
104.9231
90.92801
44.02564
91.18385
104.4165
93.00539
99.82222
82.22812
76.39423
92.85731
95.19373
91.44273
81.92995

75.4584
81.21844
96.64384
101.5626
99.82664
94.74872
92.03716
92.30773
33.26949
93.63995
79.0084
89.87646

91.89539
95.37831
18.86641
69.5031
87.6112

83.30261
85.56306
98.18718
90.6459
94.89663

98.15859
93.02513
47.94897

36.08009
99.66595
96.6275
95.93203
90.16205
94.04202
104.4779
82.64064

97.14886
81.76107
76.52994
96.72151
76.08355
35.4259
97.46526
99.39859
86.12799
94.41664
94.22789
95.15861
81.25897
79.08231
43.84188

80.30188
86.89551
89.40759
90.11233
89.83801
87.91748
100.4653
78.82051
48.55898
95.15387
71.38744
97.07607
97.34359
68.17282
98.18665
80.97799

91.73132
89.40344
84.07498
97.09722
103.8499
80.42799
89.47034
73.57173
52.7812
78.50026
85.91531
94.0634
80.71282
87.52996
89.2659

91.61151
95.33263
74.52966
92.30869
77.90427

92.05721
22.77462
91.35291
92.57577


99.00955
98.09346
99.58417
89.28743
93.83025
89.29218
82.10897
73.74316
71.02008

80.05551
92.30998
77.32532
90.33382
23.63235
93.42279
85.27499
92.56618
87.2625
92.2625
83.69853
90.6125
14.625
92.28456
95.97279
91.11839
85.59927
103.4375
88.35074
87.86176
101.4684
74.76691
42.90221
93.42279
74.4875
73.5375
99.7625
96.10809
78.62354
51.49191
86.25588
92.40956
94.54485
97.50735
99.70515
86.24191
94.89633
78.0875
95.45
93.85147
98.07279
83.70956
95.425
92.025
89.1875
98.10883
92.90809
100.7235
83.90515
97.76103
93.74044
95.9375
67.81911
99.8897
93.40221
94.66912
62.61691
96.10883
97.59338
97.01103
94.44264
79.66911
95.41251
96.43456
93.92794
81.38897
14.25
100.2647
94.73235
66.85588
91.07794
82.7375
48.46618
95.05
90.84706

66.835
88.83
72.735
27.375
39.6
78.045
78.945
84.7
12
64.48
85.445
52.875
92.615
90.955
80.42
75.73
81.55
68.955
90.935
34
88.53
92.2
87.62
25.125
70.18
87.87
64.3
95.25
28.25
98.925
64.28
24.25
91.845
100
19.75
97.31818
67.02273
48.56818
85.45454
76.63637
81.38637
36.90909
0.5
52.56818
88.22727
88.63637
86.90909
86.70454
100.4205
23.56818
89.47727
101.75
85
60.18182
